ID_POST,Sentiment,Count,positive,negative,neutre
108656639173392_1064512450254468,negative,1,1,6,2
108656639173392_1064512450254468,positive,2,1,6,2
108656639173392_1064512450254468,neutre,6,1,6,2
108656639173392_1065553166817063,negative,1,1,34,172
108656639173392_1065553166817063,positive,172,1,34,172
108656639173392_1065553166817063,neutre,34,1,34,172
108656639173392_1065564066815973,negative,6,6,13,5
108656639173392_1065564066815973,positive,5,6,13,5
108656639173392_1065564066815973,neutre,13,6,13,5
108656639173392_1065593806812999,negative,0,0,4,3
108656639173392_1065593806812999,positive,3,0,4,3
108656639173392_1065593806812999,neutre,4,0,4,3
108656639173392_1065768910128822,negative,3,3,17,9
108656639173392_1065768910128822,positive,9,3,17,9
108656639173392_1065768910128822,neutre,17,3,17,9
108656639173392_1066154876756892,negative,8,8,103,377
108656639173392_1066154876756892,positive,377,8,103,377
108656639173392_1066154876756892,neutre,103,8,103,377
108656639173392_1066354156736964,negative,3,3,23,20
108656639173392_1066354156736964,positive,20,3,23,20
108656639173392_1066354156736964,neutre,23,3,23,20
108656639173392_1066745296697850,negative,6,6,37,18
108656639173392_1066745296697850,positive,18,6,37,18
108656639173392_1066745296697850,neutre,37,6,37,18
108656639173392_1066846116687768,negative,2,2,8,4
108656639173392_1066846116687768,positive,4,2,8,4
108656639173392_1066846116687768,neutre,8,2,8,4
108656639173392_1066991746673205,negative,18,18,171,119
108656639173392_1066991746673205,positive,119,18,171,119
108656639173392_1066991746673205,neutre,171,18,171,119
108656639173392_1067396519966061,negative,0,0,7,2
108656639173392_1067396519966061,positive,2,0,7,2
108656639173392_1067396519966061,neutre,7,0,7,2
108656639173392_1067398606632519,negative,13,13,129,125
108656639173392_1067398606632519,positive,125,13,129,125
108656639173392_1067398606632519,neutre,129,13,129,125
108656639173392_1067419483297098,negative,1,1,8,22
108656639173392_1067419483297098,positive,22,1,8,22
108656639173392_1067419483297098,neutre,8,1,8,22
108656639173392_1067491719956541,negative,0,0,1,3
108656639173392_1067491719956541,positive,3,0,1,3
108656639173392_1067491719956541,neutre,1,0,1,3
108656639173392_1067510846621295,negative,2,2,15,10
108656639173392_1067510846621295,positive,10,2,15,10
108656639173392_1067510846621295,neutre,15,2,15,10
108656639173392_1067939869911726,negative,1,1,11,16
108656639173392_1067939869911726,positive,16,1,11,16
108656639173392_1067939869911726,neutre,11,1,11,16
108656639173392_1068104926561887,negative,4,4,24,6
108656639173392_1068104926561887,positive,6,4,24,6
108656639173392_1068104926561887,neutre,24,4,24,6
108656639173392_1068130333226013,negative,0,0,3,2
108656639173392_1068130333226013,positive,2,0,3,2
108656639173392_1068130333226013,neutre,3,0,3,2
108656639173392_1068135973225449,negative,3,3,36,108
108656639173392_1068135973225449,positive,108,3,36,108
108656639173392_1068135973225449,neutre,36,3,36,108
108656639173392_1068594646512915,negative,0,0,12,5
108656639173392_1068594646512915,positive,5,0,12,5
108656639173392_1068594646512915,neutre,12,0,12,5
108656639173392_1068597439845969,negative,0,0,7,1
108656639173392_1068597439845969,positive,1,0,7,1
108656639173392_1068597439845969,neutre,7,0,7,1
108656639173392_1068619126510467,negative,1,1,2,1
108656639173392_1068619126510467,positive,1,1,2,1
108656639173392_1068619126510467,neutre,2,1,2,1
108656639173392_1069130913125955,negative,11,11,56,29
108656639173392_1069130913125955,positive,29,11,56,29
108656639173392_1069130913125955,neutre,56,11,56,29
108656639173392_1069184219787291,negative,9,9,26,21
108656639173392_1069184219787291,positive,21,9,26,21
108656639173392_1069184219787291,neutre,26,9,26,21
108656639173392_1069903466382033,negative,0,0,28,3
108656639173392_1069903466382033,positive,3,0,28,3
108656639173392_1069903466382033,neutre,28,0,28,3
108656639173392_1073154046056975,negative,2,2,12,6
108656639173392_1073154046056975,positive,6,2,12,6
108656639173392_1073154046056975,neutre,12,2,12,6
108656639173392_1073191206053259,negative,4,4,14,6
108656639173392_1073191206053259,positive,6,4,14,6
108656639173392_1073191206053259,neutre,14,4,14,6
108656639173392_1073250292714017,negative,0,0,4,3
108656639173392_1073250292714017,positive,3,0,4,3
108656639173392_1073250292714017,neutre,4,0,4,3
108656639173392_1073645969341116,negative,5,5,41,280
108656639173392_1073645969341116,positive,280,5,41,280
108656639173392_1073645969341116,neutre,41,5,41,280
108656639173392_1073834895988890,negative,7,7,21,20
108656639173392_1073834895988890,positive,20,7,21,20
108656639173392_1073834895988890,neutre,21,7,21,20
108656639173392_1074244542614592,negative,10,10,35,5
108656639173392_1074244542614592,positive,5,10,35,5
108656639173392_1074244542614592,neutre,35,10,35,5
108656639173392_1074361509269562,negative,16,16,95,54
108656639173392_1074361509269562,positive,54,16,95,54
108656639173392_1074361509269562,neutre,95,16,95,54
108656639173392_1075307585841621,negative,0,0,4,3
108656639173392_1075307585841621,positive,3,0,4,3
108656639173392_1075307585841621,neutre,4,0,4,3
108656639173392_1076456265726753,negative,0,0,26,7
108656639173392_1076456265726753,positive,7,0,26,7
108656639173392_1076456265726753,neutre,26,0,26,7
108656639173392_1076534239052289,negative,1,1,14,6
108656639173392_1076534239052289,positive,6,1,14,6
108656639173392_1076534239052289,neutre,14,1,14,6
108656639173392_1076549795717400,negative,3,3,4,4
108656639173392_1076549795717400,positive,4,3,4,4
108656639173392_1076549795717400,neutre,4,3,4,4
108656639173392_1076549859050727,negative,18,18,59,41
108656639173392_1076549859050727,positive,41,18,59,41
108656639173392_1076549859050727,neutre,59,18,59,41
108656639173392_1077099592329087,negative,0,0,2,3
108656639173392_1077099592329087,positive,3,0,2,3
108656639173392_1077099592329087,neutre,2,0,2,3
108656639173392_1078320538873659,negative,15,15,37,34
108656639173392_1078320538873659,positive,34,15,37,34
108656639173392_1078320538873659,neutre,37,15,37,34
108656639173392_1078733738832339,negative,7,7,59,32
108656639173392_1078733738832339,positive,32,7,59,32
108656639173392_1078733738832339,neutre,59,7,59,32
108656639173392_1078784562160590,negative,5,5,38,17
108656639173392_1078784562160590,positive,17,5,38,17
108656639173392_1078784562160590,neutre,38,5,38,17
108656639173392_1078905825481797,negative,33,33,209,90
108656639173392_1078905825481797,positive,90,33,209,90
108656639173392_1078905825481797,neutre,209,33,209,90
108656639173392_1078925665479813,negative,2,2,11,9
108656639173392_1078925665479813,positive,9,2,11,9
108656639173392_1078925665479813,neutre,11,2,11,9
108656639173392_1078927132146333,negative,2,2,24,26
108656639173392_1078927132146333,positive,26,2,24,26
108656639173392_1078927132146333,neutre,24,2,24,26
108656639173392_1078928385479541,negative,6,6,28,18
108656639173392_1078928385479541,positive,18,6,28,18
108656639173392_1078928385479541,neutre,28,6,28,18
108656639173392_1078930185479361,negative,8,8,87,66
108656639173392_1078930185479361,positive,66,8,87,66
108656639173392_1078930185479361,neutre,87,8,87,66
108656639173392_1078931418812571,negative,7,7,45,58
108656639173392_1078931418812571,positive,58,7,45,58
108656639173392_1078931418812571,neutre,45,7,45,58
108656639173392_1078932635479116,negative,8,8,60,49
108656639173392_1078932635479116,positive,49,8,60,49
108656639173392_1078932635479116,neutre,60,8,60,49
108656639173392_1078933688812344,negative,52,52,289,214
108656639173392_1078933688812344,positive,214,52,289,214
108656639173392_1078933688812344,neutre,289,52,289,214
108656639173392_1079279502111096,negative,4,4,60,17
108656639173392_1079279502111096,positive,17,4,60,17
108656639173392_1079279502111096,neutre,60,4,60,17
108656639173392_1079289065443473,negative,2,2,6,9
108656639173392_1079289065443473,positive,9,2,6,9
108656639173392_1079289065443473,neutre,6,2,6,9
108656639173392_1079803112058735,negative,23,23,187,145
108656639173392_1079803112058735,positive,145,23,187,145
108656639173392_1079803112058735,neutre,187,23,187,145
108656639173392_1080315705340809,negative,0,0,3,3
108656639173392_1080315705340809,positive,3,0,3,3
108656639173392_1080315705340809,neutre,3,0,3,3
108656639173392_1080349205337459,negative,4,4,75,23
108656639173392_1080349205337459,positive,23,4,75,23
108656639173392_1080349205337459,neutre,75,4,75,23
108656639173392_1080842685288111,negative,3,3,72,198
108656639173392_1080842685288111,positive,198,3,72,198
108656639173392_1080842685288111,neutre,72,3,72,198
108656639173392_1080874251951621,negative,0,0,5,70
108656639173392_1080874251951621,positive,70,0,5,70
108656639173392_1080874251951621,neutre,5,0,5,70
108656639173392_1080994545272925,negative,0,0,1,2
108656639173392_1080994545272925,positive,2,0,1,2
108656639173392_1080994545272925,neutre,1,0,1,2
108656639173392_1082189678486745,negative,18,18,32,37
108656639173392_1082189678486745,positive,37,18,32,37
108656639173392_1082189678486745,neutre,32,18,32,37
108656639173392_1082586905113689,negative,10,10,48,17
108656639173392_1082586905113689,positive,17,10,48,17
108656639173392_1082586905113689,neutre,48,10,48,17
108656639173392_1082876255084754,negative,31,31,155,90
108656639173392_1082876255084754,positive,90,31,155,90
108656639173392_1082876255084754,neutre,155,31,155,90
108656639173392_1083174371721609,negative,0,0,17,14
108656639173392_1083174371721609,positive,14,0,17,14
108656639173392_1083174371721609,neutre,17,0,17,14
108656639173392_1083256385046741,negative,1,1,14,7
108656639173392_1083256385046741,positive,7,1,14,7
108656639173392_1083256385046741,neutre,14,1,14,7
108656639173392_1084277621611284,negative,1,1,9,2
108656639173392_1084277621611284,positive,2,1,9,2
108656639173392_1084277621611284,neutre,9,1,9,2
108656639173392_1084306268275086,negative,11,11,40,17
108656639173392_1084306268275086,positive,17,11,40,17
108656639173392_1084306268275086,neutre,40,11,40,17
108656639173392_1084381118267601,negative,4,4,19,25
108656639173392_1084381118267601,positive,25,4,19,25
108656639173392_1084381118267601,neutre,19,4,19,25
108656639173392_1084415634930816,negative,4,4,3,3
108656639173392_1084415634930816,positive,3,4,3,3
108656639173392_1084415634930816,neutre,3,4,3,3
108656639173392_1084855921553454,negative,3,3,28,36
108656639173392_1084855921553454,positive,36,3,28,36
108656639173392_1084855921553454,neutre,28,3,28,36
108656639173392_1085594254812954,negative,13,13,80,55
108656639173392_1085594254812954,positive,55,13,80,55
108656639173392_1085594254812954,neutre,80,13,80,55
108656639173392_1085965578109155,negative,40,40,141,33
108656639173392_1085965578109155,positive,33,40,141,33
108656639173392_1085965578109155,neutre,141,40,141,33
108656639173392_1086263001412746,negative,158,158,181,162
108656639173392_1086263001412746,positive,162,158,181,162
108656639173392_1086263001412746,neutre,181,158,181,162
108656639173392_1087117414660638,negative,14,14,13,20
108656639173392_1087117414660638,positive,20,14,13,20
108656639173392_1087117414660638,neutre,13,14,13,20
108656639173392_1087729491266097,negative,1,1,7,8
108656639173392_1087729491266097,positive,8,1,7,8
108656639173392_1087729491266097,neutre,7,1,7,8
108656639173392_1087735944598785,negative,6,6,18,8
108656639173392_1087735944598785,positive,8,6,18,8
108656639173392_1087735944598785,neutre,18,6,18,8
108656639173392_1088255427880170,negative,1,1,7,2
108656639173392_1088255427880170,positive,2,1,7,2
108656639173392_1088255427880170,neutre,7,1,7,2
108656639173392_1088344751204571,negative,3,3,36,21
108656639173392_1088344751204571,positive,21,3,36,21
108656639173392_1088344751204571,neutre,36,3,36,21
108656639173392_1088915621147484,negative,5,5,37,51
108656639173392_1088915621147484,positive,51,5,37,51
108656639173392_1088915621147484,neutre,37,5,37,51
108656639173392_1089341287771584,negative,0,0,7,2
108656639173392_1089341287771584,positive,2,0,7,2
108656639173392_1089341287771584,neutre,7,0,7,2
108656639173392_1091250710913975,negative,1,1,17,6
108656639173392_1091250710913975,positive,6,1,17,6
108656639173392_1091250710913975,neutre,17,1,17,6
108656639173392_1091277587577954,negative,2,2,3,1
108656639173392_1091277587577954,positive,1,2,3,1
108656639173392_1091277587577954,neutre,3,2,3,1
108656639173392_1091306407575072,negative,1,1,8,3
108656639173392_1091306407575072,positive,3,1,8,3
108656639173392_1091306407575072,neutre,8,1,8,3
108656639173392_1091719427533770,negative,2,2,8,21
108656639173392_1091719427533770,positive,21,2,8,21
108656639173392_1091719427533770,neutre,8,2,8,21
108656639173392_1091732060865840,negative,0,0,2,0
108656639173392_1091732060865840,positive,0,0,2,0
108656639173392_1091732060865840,neutre,2,0,2,0
108656639173392_1092335024138877,negative,1,1,5,8
108656639173392_1092335024138877,positive,8,1,5,8
108656639173392_1092335024138877,neutre,5,1,5,8
108656639173392_1092454260793620,negative,1,1,7,6
108656639173392_1092454260793620,positive,6,1,7,6
108656639173392_1092454260793620,neutre,7,1,7,6
108656639173392_1092947564077623,negative,1,1,14,8
108656639173392_1092947564077623,positive,8,1,14,8
108656639173392_1092947564077623,neutre,14,1,14,8
108656639173392_1093115867394126,negative,1,1,6,1
108656639173392_1093115867394126,positive,1,1,6,1
108656639173392_1093115867394126,neutre,6,1,6,1
108656639173392_1095626723809707,negative,0,0,5,4
108656639173392_1095626723809707,positive,4,0,5,4
108656639173392_1095626723809707,neutre,5,0,5,4
108656639173392_1096213283751051,negative,2,2,20,13
108656639173392_1096213283751051,positive,13,2,20,13
108656639173392_1096213283751051,neutre,20,2,20,13
108656639173392_1096706397035073,negative,25,25,77,27
108656639173392_1096706397035073,positive,27,25,77,27
108656639173392_1096706397035073,neutre,77,25,77,27
108656639173392_1096844397021273,negative,0,0,5,4
108656639173392_1096844397021273,positive,4,0,5,4
108656639173392_1096844397021273,neutre,5,0,5,4
108656639173392_1097237753648604,negative,1,1,8,1
108656639173392_1097237753648604,positive,1,1,8,1
108656639173392_1097237753648604,neutre,8,1,8,1
108656639173392_1097339000305146,negative,2,2,12,12
108656639173392_1097339000305146,positive,12,2,12,12
108656639173392_1097339000305146,neutre,12,2,12,12
108656639173392_1097928896912823,negative,0,0,4,5
108656639173392_1097928896912823,positive,5,0,4,5
108656639173392_1097928896912823,neutre,4,0,4,5
108656639173392_1099518760087170,negative,2,2,7,4
108656639173392_1099518760087170,positive,4,2,7,4
108656639173392_1099518760087170,neutre,7,2,7,4
108656639173392_1099656586740054,negative,0,0,2,0
108656639173392_1099656586740054,positive,0,0,2,0
108656639173392_1099656586740054,neutre,2,0,2,0
